"GENOTYPE","FHB_ME","FDK_ME","DON_ME","HD_ME","PH_ME","FHB_KIN19","FDK_KIN19","DON_KIN19","HD_KIN20","FHB_KIN20","FDK_KIN20","DON_KIN20","PH_KIN20","HD_RAL19","FHB_RAL19","FDK_RAL19","DON_RAL19","HD_RAL20","FHB_RAL20","FDK_RAL20","DON_RAL20","PH_RAL20","FDK_WAR19","DON_WAR19","HD_WAR20","FHB_WAR20","FDK_WAR20","DON_WAR20"
"13955-72",1.31189535989461,3.50574408623336,1.9471462504999,100.624999981174,90.6250000000319,1.38629436111994,3.74919791850437,2.74182284196629,93,1.09733840832104,3.55442798089477,1.83559300825183,87.5,102,1.70474809223844,3.80608414498294,3.08866979261283,87,1.3862943611197,3.11181799227997,0.502953787322075,93.75,45,2.05397407092034,120.5,2.5,2.99569437586393,0.900161349943814
"13955-129",1.00651367763536,3.09690952954385,2.08637221541569,101.749999981413,85.6250000000316,0.810930216216254,3.74919791850436,3.31012837129658,90,1.5028035164292,3.40027730106751,2.92623712727076,83.75,106.5,1.32175583998232,3.55476971670204,2.42882202612194,89.5,0.693147180559735,2.01320570361186,0.620736822978458,87.5,20,1.79351881116878,121,1.5,2.70801230341215,0.378436435719756
"13955-54",1.55587300447507,3.79092240885859,2.71069272048898,101.999999981198,89.3750000000319,1.70474809223839,3.86042355361459,3.8532148572808,91.5,1.5028035164292,3.80574240917567,3.1689218337918,88.75,106.5,1.65822807660354,3.91144466064077,3.266088454426,88,1.70474809223823,3.68718213718353,2.19627318373688,90,70,2.62534937926267,122,3.5,3.21883792717814,0.858661619037092
"13955-196",0.893185013489251,2.9795746073454,1.57239905520134,102.37499998123,98.7500000000319,1.09861228866801,3.31387984724652,2.36800594480891,91,1.2514890881483,2.99481219295935,2.41095715315539,99.9999999999999,105.5,0.405465108108175,3.112936964423,1.60823837820497,90.4999999999999,0.916290731873916,2.30088777606364,0.121674874468238,97.5000000000001,35,2.0791326305565,122.5,2,2.5256907466182,0.165514438477066
"13955-97",1.71736046203085,4.03490922101581,2.80500778057549,98.749999981175,88.1250000000318,2.01490302054232,4.49950351290425,4.02311389407619,87,1.70347421189135,4.21120751728384,2.59285303093302,87.5,102.5,1.94591014905532,4.21154925309111,3.83243283725329,86.5,1.60943791243393,3.62264361604596,1.85575523210961,88.75,70,2.79682092003256,119,3.5,3.4011594839721,1.18784342239558
"13955-157",0.93240573901053,3.08490367197015,1.52077539530447,101.624999981293,88.1250000000318,0.693147180559803,3.31387984724652,2.57037443354815,91,1.09733840832104,3.21795574427356,1.35601992798994,87.5,103,0.916290731874165,3.40061903687478,2.3181100017061,89,1.0986122886679,2.01320570361186,0.469460870989724,88.7500000000001,25,1.74266039393529,123.5,2.5,3.21883792717815,0.431782416425121
"13955-33",1.32496746190308,3.57197211994821,2.24611928998139,101.499999981219,88.750000000032,1.25276296849526,3.62403477555036,2.87696066063909,91,1.2514890881483,3.55442798089477,2.62693221499098,88.7499999999999,104,1.44691898293634,3.86015136625322,3.13713742815505,90,1.3862943611197,3.31248868774212,-0.202772175444732,88.7500000000001,40,2.44876671913773,121,4,3.4011594839721,1.41098697370983
"13955-88",1.60613486884461,4.01929007750902,2.59404240662186,101.749999981181,93.7500000000319,1.50407739677635,3.80635633234431,3.29544920863354,89.5,1.70347421189135,4.24757516145471,2.77379622775686,90,105.5,1.50407739677628,4.24791689726198,3.912805632403,89,1.60943791243397,3.55365074455901,1.58051266679235,97.5,70,2.40040564744431,123,6,4.00729528754242,1.1817271953782
"13955-161",1.53503892145257,3.82570889329011,2.84354552458816,102.499999981262,87.5000000000319,1.7047480922383,4.17408111246963,4.24697147612406,90,1.70347421189136,3.74858399533573,2.37177346383967,82.5,108.5,1.44691898293634,4.13458821195498,3.53323984633537,89.5,1.38629436111968,3.68718213718353,2.5872212769717,92.5000000000001,45,2.41382866777645,122,4.5,3.4011594839721,1.40609698841565
"13955-92",0.6947340712592,2.95357908929237,1.92485183620502,100.249999981173,88.1250000000319,1.09861228866823,3.62403477555036,2.87976571156669,88.5,0.915016851527086,3.31326592407788,2.63052288312171,88.75,105,0.810930216216337,3.31360765988515,2.50043155850006,87,-1.69420033557799e-13,2.30088777606364,0.741394586473365,87.5,20,1.93220219870273,120.5,1.5,2.01486512285221,0.392042087775593
"13955-176",0.951453914284423,3.01015966094543,1.62719834449999,100.249999981243,102.500000000032,1.09861228866796,3.11320915178437,2.21151608262847,89.5,1.09733840832104,3.80574240917567,1.96215573156025,105,102,1.32175583998233,3.48066174454831,2.53243428958623,88,0.693147180559704,1.60774059550369,-0.601928114359631,100,30,2.15101986006981,121.5,1.5,2.30254719530399,-0.0618754037185479
"13955-7",1.17081676087951,3.09442151975812,1.90097769979366,101.499999981177,93.7500000000319,1.38629436111994,3.74919791850437,2.97329176957752,89.5,1.09733840832104,3.31326592407788,1.84349818775894,92.5,104.5,1.3862943611199,3.40061903687478,2.71868512452008,89.5,1.09861228866792,2.52403132737785,0.903675392383874,95,20,2.17387799814586,122.5,2.5,2.5256907466182,0.364643113587453
"13955-103",1.15554927976809,3.10443773685075,1.7991936724711,100.749999981406,95.6250000000319,1.09861228866798,3.21856966744219,2.6403845991208,89.5,1.38502048077282,3.62342085238172,2.47158177497182,96.2499999999999,104.5,1.32175583998232,3.31360765988515,2.4504211379254,87.5,1.0986122886679,2.7063528841718,0.460041649073232,95,25,1.81800983117707,121.5,2.5,2.5256907466182,0.631271776841368
"13955-112",1.33787082530822,3.50514414948335,1.83606169552702,98.3749999815047,91.2500000000314,1.50407739677619,4.09403840479609,2.9656092734055,87.5,1.79048558888099,3.74858399533573,1.96215573156025,93.75,100.5,1.25276296849536,3.112936964423,1.936742445177,85.5,0.916290731873945,2.99403495662358,1.19610096788202,88.75,35,2.21266402318102,120,3,3.48120219164564,0.78845736036378
"13955-24",1.2006697272363,3.35453373148988,1.86067009957174,100.874999981219,93.7500000000319,1.25276296849532,3.48093393190968,2.42697994726846,90,1.2514890881483,3.55442798089477,2.26716926036368,89.9999999999999,104,1.3862943611199,3.55476971670203,2.85303317705116,88.5,1.09861228866792,2.99403495662359,1.13156244674445,97.5000000000001,35,1.9464881559502,121,3,2.99569437586394,0.378436435719817
